test_name,left_set,right_set,priority
BLD-EL-Electrical Equipment-vs-BLD-ME-Pipes&Pipe Fittings,BLD-EL-Electrical Equipment,BLD-ME-Pipes&Pipe Fittings,A
BLD-EL-Electrical Equipment-vs-BLD-ME-Plumbing Fixtures,BLD-EL-Electrical Equipment,BLD-ME-Plumbing Fixtures,B
BLD-EL-Electrical Equipment-vs-BLD-PL-Mechanical Equipment,BLD-EL-Electrical Equipment,BLD-PL-Mechanical Equipment,A
BLD-EL-Electrical Equipment-vs-BLD-PL-Pipe Accessories,BLD-EL-Electrical Equipment,BLD-PL-Pipe Accessories,A
BLD-EL-Electrical Equipment-vs-BLD-PL-Pipe Insulations,BLD-EL-Electrical Equipment,BLD-PL-Pipe Insulations,C
BLD-EL-Electrical Equipment-vs-BLD-PL-Pipes & Pipe Fittings,BLD-EL-Electrical Equipment,BLD-PL-Pipes & Pipe Fittings,A
BLD-EL-Electrical Equipment-vs-BLD-PL-Plumbing Fixtures,BLD-EL-Electrical Equipment,BLD-PL-Plumbing Fixtures,B
BLD-EL-Electrical Equipment-vs-BLD-ST-Columns,BLD-EL-Electrical Equipment,BLD-ST-Columns,A
BLD-EL-Electrical Equipment-vs-BLD-ST-Floors,BLD-EL-Electrical Equipment,BLD-ST-Floors,A
BLD-EL-Electrical Equipment-vs-BLD-ST-Foundation,BLD-EL-Electrical Equipment,BLD-ST-Foundation,A
BLD-EL-Electrical Equipment-vs-BLD-ST-Framing,BLD-EL-Electrical Equipment,BLD-ST-Framing,A
BLD-EL-Electrical Equipment-vs-BLD-ST-Stair,BLD-EL-Electrical Equipment,BLD-ST-Stair,A
BLD-EL-Electrical Equipment-vs-BLD-ST-Walls,BLD-EL-Electrical Equipment,BLD-ST-Walls,A
BLD-EL-Electrical Fixtures-vs-BLD-AR-Casework,BLD-EL-Electrical Fixtures,BLD-AR-Casework,B
BLD-EL-Electrical Fixtures-vs-BLD-AR-Ceilings,BLD-EL-Electrical Fixtures,BLD-AR-Ceilings,A
BLD-EL-Electrical Fixtures-vs-BLD-AR-Columns,BLD-EL-Electrical Fixtures,BLD-AR-Columns,A
BLD-EL-Electrical Fixtures-vs-BLD-AR-Curtain Mullions,BLD-EL-Electrical Fixtures,BLD-AR-Curtain Mullions,A
BLD-EL-Electrical Fixtures-vs-BLD-AR-Curtain Panels,BLD-EL-Electrical Fixtures,BLD-AR-Curtain Panels,A
BLD-EL-Electrical Fixtures-vs-BLD-AR-Doors,BLD-EL-Electrical Fixtures,BLD-AR-Doors,A
BLD-EL-Electrical Fixtures-vs-BLD-AR-Floors,BLD-EL-Electrical Fixtures,BLD-AR-Floors,A
BLD-EL-Electrical Fixtures-vs-BLD-AR-Furniture,BLD-EL-Electrical Fixtures,BLD-AR-Furniture,B
BLD-EL-Electrical Fixtures-vs-BLD-AR-Parking,BLD-EL-Electrical Fixtures,BLD-AR-Parking,B
BLD-EL-Electrical Fixtures-vs-BLD-AR-Railings,BLD-EL-Electrical Fixtures,BLD-AR-Railings,B
BLD-EL-Electrical Fixtures-vs-BLD-AR-Ramps,BLD-EL-Electrical Fixtures,BLD-AR-Ramps,A
BLD-EL-Electrical Fixtures-vs-BLD-AR-Roofs,BLD-EL-Electrical Fixtures,BLD-AR-Roofs,A
BLD-EL-Electrical Fixtures-vs-BLD-AR-Site,BLD-EL-Electrical Fixtures,BLD-AR-Site,B
BLD-EL-Electrical Fixtures-vs-BLD-AR-Stairs,BLD-EL-Electrical Fixtures,BLD-AR-Stairs,A
BLD-EL-Electrical Fixtures-vs-BLD-AR-Walls,BLD-EL-Electrical Fixtures,BLD-AR-Walls,A
BLD-EL-Electrical Fixtures-vs-BLD-AR-Windows,BLD-EL-Electrical Fixtures,BLD-AR-Windows,A
BLD-EL-Electrical Fixtures-vs-BLD-DR-Mechanical Equipment,BLD-EL-Electrical Fixtures,BLD-DR-Mechanical Equipment,A
BLD-EL-Electrical Fixtures-vs-BLD-DR-Pipe Accessories,BLD-EL-Electrical Fixtures,BLD-DR-Pipe Accessories,A
BLD-EL-Electrical Fixtures-vs-BLD-DR-Pipe Insulations,BLD-EL-Electrical Fixtures,BLD-DR-Pipe Insulations,C
BLD-EL-Electrical Fixtures-vs-BLD-DR-Pipes & Pipe Fittings,BLD-EL-Electrical Fixtures,BLD-DR-Pipes & Pipe Fittings,A
BLD-EL-Electrical Fixtures-vs-BLD-DR-Plumbing Fixtures,BLD-EL-Electrical Fixtures,BLD-DR-Plumbing Fixtures,B
BLD-EL-Electrical Fixtures-vs-BLD-EL-Cable Tray&Cable Tray Fittings,BLD-EL-Electrical Fixtures,BLD-EL-Cable Tray&Cable Tray Fittings,A
BLD-EL-Electrical Fixtures-vs-BLD-EL-Electrical Equipment,BLD-EL-Electrical Fixtures,BLD-EL-Electrical Equipment,A
BLD-EL-Electrical Fixtures-vs-BLD-FF-Mechanical Equipment,BLD-EL-Electrical Fixtures,BLD-FF-Mechanical Equipment,A
BLD-EL-Electrical Fixtures-vs-BLD-FF-Pipe Accessories,BLD-EL-Electrical Fixtures,BLD-FF-Pipe Accessories,C
BLD-EL-Electrical Fixtures-vs-BLD-FF-Pipe Insulations,BLD-EL-Electrical Fixtures,BLD-FF-Pipe Insulations,C
BLD-EL-Electrical Fixtures-vs-BLD-FF-Pipes & Pipe Fittings,BLD-EL-Electrical Fixtures,BLD-FF-Pipes & Pipe Fittings,A
BLD-EL-Electrical Fixtures-vs-BLD-FF-Plumbing Fixtures,BLD-EL-Electrical Fixtures,BLD-FF-Plumbing Fixtures,B
BLD-EL-Electrical Fixtures-vs-BLD-FF-Sprinklers,BLD-EL-Electrical Fixtures,BLD-FF-Sprinklers,B
BLD-EL-Electrical Fixtures-vs-BLD-ME-Air Terminals,BLD-EL-Electrical Fixtures,BLD-ME-Air Terminals,A
BLD-EL-Electrical Fixtures-vs-BLD-ME-Duct Accessory,BLD-EL-Electrical Fixtures,BLD-ME-Duct Accessory,A
BLD-EL-Electrical Fixtures-vs-BLD-ME-Ducts&Duct Fittings,BLD-EL-Electrical Fixtures,BLD-ME-Ducts&Duct Fittings,A
BLD-EL-Electrical Fixtures-vs-BLD-ME-Flex Ducts,BLD-EL-Electrical Fixtures,BLD-ME-Flex Ducts,C
BLD-EL-Electrical Fixtures-vs-BLD-ME-Flex Pipes,BLD-EL-Electrical Fixtures,BLD-ME-Flex Pipes,C
BLD-EL-Electrical Fixtures-vs-BLD-ME-Mechanical Equipment,BLD-EL-Electrical Fixtures,BLD-ME-Mechanical Equipment,A
BLD-EL-Electrical Fixtures-vs-BLD-ME-Pipe Accessories,BLD-EL-Electrical Fixtures,BLD-ME-Pipe Accessories,A
BLD-EL-Electrical Fixtures-vs-BLD-ME-Pipes&Pipe Fittings,BLD-EL-Electrical Fixtures,BLD-ME-Pipes&Pipe Fittings,A
BLD-EL-Electrical Fixtures-vs-BLD-ME-Plumbing Fixtures,BLD-EL-Electrical Fixtures,BLD-ME-Plumbing Fixtures,B
BLD-EL-Electrical Fixtures-vs-BLD-PL-Mechanical Equipment,BLD-EL-Electrical Fixtures,BLD-PL-Mechanical Equipment,A
BLD-EL-Electrical Fixtures-vs-BLD-PL-Pipe Accessories,BLD-EL-Electrical Fixtures,BLD-PL-Pipe Accessories,A
BLD-EL-Electrical Fixtures-vs-BLD-PL-Pipe Insulations,BLD-EL-Electrical Fixtures,BLD-PL-Pipe Insulations,C
BLD-EL-Electrical Fixtures-vs-BLD-PL-Pipes & Pipe Fittings,BLD-EL-Electrical Fixtures,BLD-PL-Pipes & Pipe Fittings,A
BLD-EL-Electrical Fixtures-vs-BLD-PL-Plumbing Fixtures,BLD-EL-Electrical Fixtures,BLD-PL-Plumbing Fixtures,B
BLD-EL-Electrical Fixtures-vs-BLD-ST-Columns,BLD-EL-Electrical Fixtures,BLD-ST-Columns,A
BLD-EL-Electrical Fixtures-vs-BLD-ST-Floors,BLD-EL-Electrical Fixtures,BLD-ST-Floors,A
BLD-EL-Electrical Fixtures-vs-BLD-ST-Foundation,BLD-EL-Electrical Fixtures,BLD-ST-Foundation,A
BLD-EL-Electrical Fixtures-vs-BLD-ST-Framing,BLD-EL-Electrical Fixtures,BLD-ST-Framing,A
BLD-EL-Electrical Fixtures-vs-BLD-ST-Stair,BLD-EL-Electrical Fixtures,BLD-ST-Stair,A
BLD-EL-Electrical Fixtures-vs-BLD-ST-Walls,BLD-EL-Electrical Fixtures,BLD-ST-Walls,A
BLD-EL-Fire Alarm Devices-vs-BLD-AR-Casework,BLD-EL-Fire Alarm Devices,BLD-AR-Casework,C
BLD-EL-Fire Alarm Devices-vs-BLD-AR-Ceilings,BLD-EL-Fire Alarm Devices,BLD-AR-Ceilings,B
BLD-EL-Fire Alarm Devices-vs-BLD-AR-Columns,BLD-EL-Fire Alarm Devices,BLD-AR-Columns,B
BLD-EL-Fire Alarm Devices-vs-BLD-AR-Curtain Mullions,BLD-EL-Fire Alarm Devices,BLD-AR-Curtain Mullions,B
BLD-EL-Fire Alarm Devices-vs-BLD-AR-Curtain Panels,BLD-EL-Fire Alarm Devices,BLD-AR-Curtain Panels,B
BLD-EL-Fire Alarm Devices-vs-BLD-AR-Doors,BLD-EL-Fire Alarm Devices,BLD-AR-Doors,B
BLD-EL-Fire Alarm Devices-vs-BLD-AR-Floors,BLD-EL-Fire Alarm Devices,BLD-AR-Floors,B
BLD-EL-Fire Alarm Devices-vs-BLD-AR-Furniture,BLD-EL-Fire Alarm Devices,BLD-AR-Furniture,C
BLD-EL-Fire Alarm Devices-vs-BLD-AR-Parking,BLD-EL-Fire Alarm Devices,BLD-AR-Parking,C
BLD-EL-Fire Alarm Devices-vs-BLD-AR-Railings,BLD-EL-Fire Alarm Devices,BLD-AR-Railings,C
BLD-EL-Fire Alarm Devices-vs-BLD-AR-Ramps,BLD-EL-Fire Alarm Devices,BLD-AR-Ramps,B
BLD-EL-Fire Alarm Devices-vs-BLD-AR-Roofs,BLD-EL-Fire Alarm Devices,BLD-AR-Roofs,B
BLD-EL-Fire Alarm Devices-vs-BLD-AR-Site,BLD-EL-Fire Alarm Devices,BLD-AR-Site,C
BLD-EL-Fire Alarm Devices-vs-BLD-AR-Stairs,BLD-EL-Fire Alarm Devices,BLD-AR-Stairs,B
BLD-EL-Fire Alarm Devices-vs-BLD-AR-Walls,BLD-EL-Fire Alarm Devices,BLD-AR-Walls,B
BLD-EL-Fire Alarm Devices-vs-BLD-AR-Windows,BLD-EL-Fire Alarm Devices,BLD-AR-Windows,B
BLD-EL-Fire Alarm Devices-vs-BLD-DR-Mechanical Equipment,BLD-EL-Fire Alarm Devices,BLD-DR-Mechanical Equipment,C
BLD-EL-Fire Alarm Devices-vs-BLD-DR-Pipe Accessories,BLD-EL-Fire Alarm Devices,BLD-DR-Pipe Accessories,C
BLD-EL-Fire Alarm Devices-vs-BLD-DR-Pipe Insulations,BLD-EL-Fire Alarm Devices,BLD-DR-Pipe Insulations,C
BLD-EL-Fire Alarm Devices-vs-BLD-DR-Pipes & Pipe Fittings,BLD-EL-Fire Alarm Devices,BLD-DR-Pipes & Pipe Fittings,C
BLD-EL-Fire Alarm Devices-vs-BLD-DR-Plumbing Fixtures,BLD-EL-Fire Alarm Devices,BLD-DR-Plumbing Fixtures,C
BLD-EL-Fire Alarm Devices-vs-BLD-EL-Cable Tray&Cable Tray Fittings,BLD-EL-Fire Alarm Devices,BLD-EL-Cable Tray&Cable Tray Fittings,C
BLD-EL-Fire Alarm Devices-vs-BLD-EL-Conduits & Conduit Fittings,BLD-EL-Fire Alarm Devices,BLD-EL-Conduits & Conduit Fittings,C
BLD-EL-Fire Alarm Devices-vs-BLD-EL-Devices,BLD-EL-Fire Alarm Devices,BLD-EL-Devices,C
BLD-EL-Fire Alarm Devices-vs-BLD-EL-Electrical Equipment,BLD-EL-Fire Alarm Devices,BLD-EL-Electrical Equipment,C
BLD-EL-Fire Alarm Devices-vs-BLD-EL-Electrical Fixtures,BLD-EL-Fire Alarm Devices,BLD-EL-Electrical Fixtures,C
BLD-EL-Fire Alarm Devices-vs-BLD-EL-Lighting Devices,BLD-EL-Fire Alarm Devices,BLD-EL-Lighting Devices,C
BLD-EL-Fire Alarm Devices-vs-BLD-EL-Lighting Fixtures,BLD-EL-Fire Alarm Devices,BLD-EL-Lighting Fixtures,C
BLD-EL-Fire Alarm Devices-vs-BLD-FF-Mechanical Equipment,BLD-EL-Fire Alarm Devices,BLD-FF-Mechanical Equipment,C
BLD-EL-Fire Alarm Devices-vs-BLD-FF-Pipe Accessories,BLD-EL-Fire Alarm Devices,BLD-FF-Pipe Accessories,C
BLD-EL-Fire Alarm Devices-vs-BLD-FF-Pipe Insulations,BLD-EL-Fire Alarm Devices,BLD-FF-Pipe Insulations,C
BLD-EL-Fire Alarm Devices-vs-BLD-FF-Pipes & Pipe Fittings,BLD-EL-Fire Alarm Devices,BLD-FF-Pipes & Pipe Fittings,C
BLD-EL-Fire Alarm Devices-vs-BLD-FF-Plumbing Fixtures,BLD-EL-Fire Alarm Devices,BLD-FF-Plumbing Fixtures,C
BLD-EL-Fire Alarm Devices-vs-BLD-FF-Sprinklers,BLD-EL-Fire Alarm Devices,BLD-FF-Sprinklers,C
BLD-EL-Fire Alarm Devices-vs-BLD-ME-Air Terminals,BLD-EL-Fire Alarm Devices,BLD-ME-Air Terminals,C
BLD-EL-Fire Alarm Devices-vs-BLD-ME-Duct Accessory,BLD-EL-Fire Alarm Devices,BLD-ME-Duct Accessory,C
BLD-EL-Fire Alarm Devices-vs-BLD-ME-Ducts&Duct Fittings,BLD-EL-Fire Alarm Devices,BLD-ME-Ducts&Duct Fittings,C
BLD-EL-Fire Alarm Devices-vs-BLD-ME-Flex Ducts,BLD-EL-Fire Alarm Devices,BLD-ME-Flex Ducts,C
BLD-EL-Fire Alarm Devices-vs-BLD-ME-Flex Pipes,BLD-EL-Fire Alarm Devices,BLD-ME-Flex Pipes,C
BLD-EL-Fire Alarm Devices-vs-BLD-ME-Mechanical Equipment,BLD-EL-Fire Alarm Devices,BLD-ME-Mechanical Equipment,C
BLD-EL-Fire Alarm Devices-vs-BLD-ME-Pipe Accessories,BLD-EL-Fire Alarm Devices,BLD-ME-Pipe Accessories,C
BLD-EL-Fire Alarm Devices-vs-BLD-ME-Pipes&Pipe Fittings,BLD-EL-Fire Alarm Devices,BLD-ME-Pipes&Pipe Fittings,C
BLD-EL-Fire Alarm Devices-vs-BLD-ME-Plumbing Fixtures,BLD-EL-Fire Alarm Devices,BLD-ME-Plumbing Fixtures,C
BLD-EL-Fire Alarm Devices-vs-BLD-PL-Mechanical Equipment,BLD-EL-Fire Alarm Devices,BLD-PL-Mechanical Equipment,C
BLD-EL-Fire Alarm Devices-vs-BLD-PL-Pipe Accessories,BLD-EL-Fire Alarm Devices,BLD-PL-Pipe Accessories,C
BLD-EL-Fire Alarm Devices-vs-BLD-PL-Pipe Insulations,BLD-EL-Fire Alarm Devices,BLD-PL-Pipe Insulations,C
BLD-EL-Fire Alarm Devices-vs-BLD-PL-Pipes & Pipe Fittings,BLD-EL-Fire Alarm Devices,BLD-PL-Pipes & Pipe Fittings,C
BLD-EL-Fire Alarm Devices-vs-BLD-PL-Plumbing Fixtures,BLD-EL-Fire Alarm Devices,BLD-PL-Plumbing Fixtures,C
BLD-EL-Fire Alarm Devices-vs-BLD-ST-Columns,BLD-EL-Fire Alarm Devices,BLD-ST-Columns,A
BLD-EL-Fire Alarm Devices-vs-BLD-ST-Floors,BLD-EL-Fire Alarm Devices,BLD-ST-Floors,A
BLD-EL-Fire Alarm Devices-vs-BLD-ST-Foundation,BLD-EL-Fire Alarm Devices,BLD-ST-Foundation,A
BLD-EL-Fire Alarm Devices-vs-BLD-ST-Framing,BLD-EL-Fire Alarm Devices,BLD-ST-Framing,A
BLD-EL-Fire Alarm Devices-vs-BLD-ST-Stair,BLD-EL-Fire Alarm Devices,BLD-ST-Stair,A
BLD-EL-Fire Alarm Devices-vs-BLD-ST-Walls,BLD-EL-Fire Alarm Devices,BLD-ST-Walls,A
BLD-EL-Lighting Devices-vs-BLD-AR-Casework,BLD-EL-Lighting Devices,BLD-AR-Casework,C
BLD-EL-Lighting Devices-vs-BLD-AR-Ceilings,BLD-EL-Lighting Devices,BLD-AR-Ceilings,B
BLD-EL-Lighting Devices-vs-BLD-AR-Columns,BLD-EL-Lighting Devices,BLD-AR-Columns,B
BLD-EL-Lighting Devices-vs-BLD-AR-Curtain Mullions,BLD-EL-Lighting Devices,BLD-AR-Curtain Mullions,B
BLD-EL-Lighting Devices-vs-BLD-AR-Curtain Panels,BLD-EL-Lighting Devices,BLD-AR-Curtain Panels,B
BLD-EL-Lighting Devices-vs-BLD-AR-Doors,BLD-EL-Lighting Devices,BLD-AR-Doors,B
BLD-EL-Lighting Devices-vs-BLD-AR-Floors,BLD-EL-Lighting Devices,BLD-AR-Floors,B
BLD-EL-Lighting Devices-vs-BLD-AR-Furniture,BLD-EL-Lighting Devices,BLD-AR-Furniture,C
BLD-EL-Lighting Devices-vs-BLD-AR-Parking,BLD-EL-Lighting Devices,BLD-AR-Parking,C
BLD-EL-Lighting Devices-vs-BLD-AR-Railings,BLD-EL-Lighting Devices,BLD-AR-Railings,C
BLD-EL-Lighting Devices-vs-BLD-AR-Ramps,BLD-EL-Lighting Devices,BLD-AR-Ramps,B
BLD-EL-Lighting Devices-vs-BLD-AR-Roofs,BLD-EL-Lighting Devices,BLD-AR-Roofs,B
BLD-EL-Lighting Devices-vs-BLD-AR-Site,BLD-EL-Lighting Devices,BLD-AR-Site,C
BLD-EL-Lighting Devices-vs-BLD-AR-Stairs,BLD-EL-Lighting Devices,BLD-AR-Stairs,B
BLD-EL-Lighting Devices-vs-BLD-AR-Walls,BLD-EL-Lighting Devices,BLD-AR-Walls,B
BLD-EL-Lighting Devices-vs-BLD-AR-Windows,BLD-EL-Lighting Devices,BLD-AR-Windows,B
BLD-EL-Lighting Devices-vs-BLD-DR-Mechanical Equipment,BLD-EL-Lighting Devices,BLD-DR-Mechanical Equipment,C
BLD-EL-Lighting Devices-vs-BLD-DR-Pipe Accessories,BLD-EL-Lighting Devices,BLD-DR-Pipe Accessories,C
BLD-EL-Lighting Devices-vs-BLD-DR-Pipe Insulations,BLD-EL-Lighting Devices,BLD-DR-Pipe Insulations,C
BLD-EL-Lighting Devices-vs-BLD-DR-Pipes & Pipe Fittings,BLD-EL-Lighting Devices,BLD-DR-Pipes & Pipe Fittings,C
BLD-EL-Lighting Devices-vs-BLD-DR-Plumbing Fixtures,BLD-EL-Lighting Devices,BLD-DR-Plumbing Fixtures,C
BLD-EL-Lighting Devices-vs-BLD-EL-Cable Tray&Cable Tray Fittings,BLD-EL-Lighting Devices,BLD-EL-Cable Tray&Cable Tray Fittings,C
BLD-EL-Lighting Devices-vs-BLD-EL-Conduits & Conduit Fittings,BLD-EL-Lighting Devices,BLD-EL-Conduits & Conduit Fittings,C
BLD-EL-Lighting Devices-vs-BLD-EL-Devices,BLD-EL-Lighting Devices,BLD-EL-Devices,C
BLD-EL-Lighting Devices-vs-BLD-EL-Electrical Equipment,BLD-EL-Lighting Devices,BLD-EL-Electrical Equipment,C
BLD-EL-Lighting Devices-vs-BLD-EL-Electrical Fixtures,BLD-EL-Lighting Devices,BLD-EL-Electrical Fixtures,C
BLD-EL-Lighting Devices-vs-BLD-EL-Lighting Fixtures,BLD-EL-Lighting Devices,BLD-EL-Lighting Fixtures,C
BLD-EL-Lighting Devices-vs-BLD-FF-Mechanical Equipment,BLD-EL-Lighting Devices,BLD-FF-Mechanical Equipment,C
BLD-EL-Lighting Devices-vs-BLD-FF-Pipe Accessories,BLD-EL-Lighting Devices,BLD-FF-Pipe Accessories,C
BLD-EL-Lighting Devices-vs-BLD-FF-Pipe Insulations,BLD-EL-Lighting Devices,BLD-FF-Pipe Insulations,C
BLD-EL-Lighting Devices-vs-BLD-FF-Pipes & Pipe Fittings,BLD-EL-Lighting Devices,BLD-FF-Pipes & Pipe Fittings,C
BLD-EL-Lighting Devices-vs-BLD-FF-Plumbing Fixtures,BLD-EL-Lighting Devices,BLD-FF-Plumbing Fixtures,C
BLD-EL-Lighting Devices-vs-BLD-FF-Sprinklers,BLD-EL-Lighting Devices,BLD-FF-Sprinklers,C
BLD-EL-Lighting Devices-vs-BLD-ME-Air Terminals,BLD-EL-Lighting Devices,BLD-ME-Air Terminals,C
BLD-EL-Lighting Devices-vs-BLD-ME-Duct Accessory,BLD-EL-Lighting Devices,BLD-ME-Duct Accessory,C
BLD-EL-Lighting Devices-vs-BLD-ME-Ducts&Duct Fittings,BLD-EL-Lighting Devices,BLD-ME-Ducts&Duct Fittings,C
BLD-EL-Lighting Devices-vs-BLD-ME-Flex Ducts,BLD-EL-Lighting Devices,BLD-ME-Flex Ducts,C
BLD-EL-Lighting Devices-vs-BLD-ME-Flex Pipes,BLD-EL-Lighting Devices,BLD-ME-Flex Pipes,C
BLD-EL-Lighting Devices-vs-BLD-ME-Mechanical Equipment,BLD-EL-Lighting Devices,BLD-ME-Mechanical Equipment,C
BLD-EL-Lighting Devices-vs-BLD-ME-Pipe Accessories,BLD-EL-Lighting Devices,BLD-ME-Pipe Accessories,C
BLD-EL-Lighting Devices-vs-BLD-ME-Pipes&Pipe Fittings,BLD-EL-Lighting Devices,BLD-ME-Pipes&Pipe Fittings,C
BLD-EL-Lighting Devices-vs-BLD-ME-Plumbing Fixtures,BLD-EL-Lighting Devices,BLD-ME-Plumbing Fixtures,C
BLD-EL-Lighting Devices-vs-BLD-PL-Mechanical Equipment,BLD-EL-Lighting Devices,BLD-PL-Mechanical Equipment,C
BLD-EL-Lighting Devices-vs-BLD-PL-Pipe Accessories,BLD-EL-Lighting Devices,BLD-PL-Pipe Accessories,C
BLD-EL-Lighting Devices-vs-BLD-PL-Pipe Insulations,BLD-EL-Lighting Devices,BLD-PL-Pipe Insulations,C
BLD-EL-Lighting Devices-vs-BLD-PL-Pipes & Pipe Fittings,BLD-EL-Lighting Devices,BLD-PL-Pipes & Pipe Fittings,C
BLD-EL-Lighting Devices-vs-BLD-PL-Plumbing Fixtures,BLD-EL-Lighting Devices,BLD-PL-Plumbing Fixtures,C
BLD-EL-Lighting Devices-vs-BLD-ST-Columns,BLD-EL-Lighting Devices,BLD-ST-Columns,A
BLD-EL-Lighting Devices-vs-BLD-ST-Floors,BLD-EL-Lighting Devices,BLD-ST-Floors,A
BLD-EL-Lighting Devices-vs-BLD-ST-Foundation,BLD-EL-Lighting Devices,BLD-ST-Foundation,A
BLD-EL-Lighting Devices-vs-BLD-ST-Framing,BLD-EL-Lighting Devices,BLD-ST-Framing,A
BLD-EL-Lighting Devices-vs-BLD-ST-Stair,BLD-EL-Lighting Devices,BLD-ST-Stair,A
BLD-EL-Lighting Devices-vs-BLD-ST-Walls,BLD-EL-Lighting Devices,BLD-ST-Walls,A
BLD-EL-Lighting Fixtures-vs-BLD-AR-Casework,BLD-EL-Lighting Fixtures,BLD-AR-Casework,B
BLD-EL-Lighting Fixtures-vs-BLD-AR-Ceilings,BLD-EL-Lighting Fixtures,BLD-AR-Ceilings,B
BLD-EL-Lighting Fixtures-vs-BLD-AR-Columns,BLD-EL-Lighting Fixtures,BLD-AR-Columns,B
BLD-EL-Lighting Fixtures-vs-BLD-AR-Curtain Mullions,BLD-EL-Lighting Fixtures,BLD-AR-Curtain Mullions,B
BLD-EL-Lighting Fixtures-vs-BLD-AR-Curtain Panels,BLD-EL-Lighting Fixtures,BLD-AR-Curtain Panels,B
BLD-EL-Lighting Fixtures-vs-BLD-AR-Doors,BLD-EL-Lighting Fixtures,BLD-AR-Doors,A
BLD-EL-Lighting Fixtures-vs-BLD-AR-Floors,BLD-EL-Lighting Fixtures,BLD-AR-Floors,A
BLD-EL-Lighting Fixtures-vs-BLD-AR-Furniture,BLD-EL-Lighting Fixtures,BLD-AR-Furniture,B
BLD-EL-Lighting Fixtures-vs-BLD-AR-Parking,BLD-EL-Lighting Fixtures,BLD-AR-Parking,B
BLD-EL-Lighting Fixtures-vs-BLD-AR-Railings,BLD-EL-Lighting Fixtures,BLD-AR-Railings,B
BLD-EL-Lighting Fixtures-vs-BLD-AR-Ramps,BLD-EL-Lighting Fixtures,BLD-AR-Ramps,A
BLD-EL-Lighting Fixtures-vs-BLD-AR-Roofs,BLD-EL-Lighting Fixtures,BLD-AR-Roofs,A
BLD-EL-Lighting Fixtures-vs-BLD-AR-Site,BLD-EL-Lighting Fixtures,BLD-AR-Site,B
BLD-EL-Lighting Fixtures-vs-BLD-AR-Stairs,BLD-EL-Lighting Fixtures,BLD-AR-Stairs,A
BLD-EL-Lighting Fixtures-vs-BLD-AR-Walls,BLD-EL-Lighting Fixtures,BLD-AR-Walls,B
BLD-EL-Lighting Fixtures-vs-BLD-AR-Windows,BLD-EL-Lighting Fixtures,BLD-AR-Windows,A
BLD-EL-Lighting Fixtures-vs-BLD-DR-Mechanical Equipment,BLD-EL-Lighting Fixtures,BLD-DR-Mechanical Equipment,A
BLD-EL-Lighting Fixtures-vs-BLD-DR-Pipe Accessories,BLD-EL-Lighting Fixtures,BLD-DR-Pipe Accessories,B
BLD-EL-Lighting Fixtures-vs-BLD-DR-Pipe Insulations,BLD-EL-Lighting Fixtures,BLD-DR-Pipe Insulations,C
BLD-EL-Lighting Fixtures-vs-BLD-DR-Pipes & Pipe Fittings,BLD-EL-Lighting Fixtures,BLD-DR-Pipes & Pipe Fittings,B
BLD-EL-Lighting Fixtures-vs-BLD-DR-Plumbing Fixtures,BLD-EL-Lighting Fixtures,BLD-DR-Plumbing Fixtures,B
BLD-EL-Lighting Fixtures-vs-BLD-EL-Cable Tray&Cable Tray Fittings,BLD-EL-Lighting Fixtures,BLD-EL-Cable Tray&Cable Tray Fittings,A
BLD-EL-Lighting Fixtures-vs-BLD-EL-Conduits & Conduit Fittings,BLD-EL-Lighting Fixtures,BLD-EL-Conduits & Conduit Fittings,C
BLD-EL-Lighting Fixtures-vs-BLD-EL-Devices,BLD-EL-Lighting Fixtures,BLD-EL-Devices,B
BLD-EL-Lighting Fixtures-vs-BLD-EL-Electrical Equipment,BLD-EL-Lighting Fixtures,BLD-EL-Electrical Equipment,A
BLD-EL-Lighting Fixtures-vs-BLD-EL-Electrical Fixtures,BLD-EL-Lighting Fixtures,BLD-EL-Electrical Fixtures,A
BLD-EL-Lighting Fixtures-vs-BLD-FF-Mechanical Equipment,BLD-EL-Lighting Fixtures,BLD-FF-Mechanical Equipment,A
BLD-EL-Lighting Fixtures-vs-BLD-FF-Pipe Accessories,BLD-EL-Lighting Fixtures,BLD-FF-Pipe Accessories,B
BLD-EL-Lighting Fixtures-vs-BLD-FF-Pipe Insulations,BLD-EL-Lighting Fixtures,BLD-FF-Pipe Insulations,C
BLD-EL-Lighting Fixtures-vs-BLD-FF-Pipes & Pipe Fittings,BLD-EL-Lighting Fixtures,BLD-FF-Pipes & Pipe Fittings,B
BLD-EL-Lighting Fixtures-vs-BLD-FF-Plumbing Fixtures,BLD-EL-Lighting Fixtures,BLD-FF-Plumbing Fixtures,B
BLD-EL-Lighting Fixtures-vs-BLD-FF-Sprinklers,BLD-EL-Lighting Fixtures,BLD-FF-Sprinklers,B
BLD-EL-Lighting Fixtures-vs-BLD-ME-Air Terminals,BLD-EL-Lighting Fixtures,BLD-ME-Air Terminals,B
BLD-EL-Lighting Fixtures-vs-BLD-ME-Duct Accessory,BLD-EL-Lighting Fixtures,BLD-ME-Duct Accessory,A
BLD-EL-Lighting Fixtures-vs-BLD-ME-Ducts&Duct Fittings,BLD-EL-Lighting Fixtures,BLD-ME-Ducts&Duct Fittings,A
BLD-EL-Lighting Fixtures-vs-BLD-ME-Flex Ducts,BLD-EL-Lighting Fixtures,BLD-ME-Flex Ducts,C
